ZGHP_PARA_AFFECTOT                                                                                           27.08.2026 /
11:02:43
* SERVICE         :  PARA
* POSTE DE TRAVAIL:  %%%%%%%%
* O.T.            :  %%%%%%%%
* PERIODE de       :  20220101   a   20260827                                                                     PAGE :
    1
------------------------------------------------------------------------------------------------------------------------------
         D A T E     T  POSTE TR  LIBELLE POSTE TRAV.                        AFFECT      HEURES              TRANSF
         --------    -  --------  -------------------                        ------      ------              ------
    ** OT:  00005188F576 = REDRESSAGE DES POUTRELLES
         20240419    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240419    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          20,0          X
         20240419    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20240422    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           1,0          X
         20240422    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240423    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240423    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           7,0          X
         20240423    0  PELEPAO0  PADI/PARA/OXYCOUPAGE                       50-36100           2,0          X
         20240423    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20240424    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240424    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20240424    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240425    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240425    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          11,0          X
         20240425    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20240426    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           2,0          X
         20240426    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           4,0          X
         20240429    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           1,0          X
         20240429    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240429    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          11,0          X
         20240430    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         **TOTAL OT:                                                                          491,0
    ** OT:  00005488C014 = 1100689404 SCHWARZACH WEYLAND
         20240301    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240301    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20240304    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240304    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,0          X
         20240304    0  PELEPAM1  PADI/PARA/P3                               50-36100          10,0          X
         20240305    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           1,0          X
         20240305    0  PELEPAM1  PADI/PARA/P3                               50-36100           6,0          X
         20240307    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20240308    0  PELEPAM1  PADI/PARA/P3                               50-36100          16,0          X
         20240308    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20240311    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240311    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           7,0          X
         20240312    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           2,0          X
         20240313    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240313    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20240314    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20240314    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240315    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240315    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100          13,0          X
         **TOTAL OT:                                                                           93,0
    ** OT:  00005488C016 = 1100690974 BORDESHOLM
         20240325    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20240327    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          14,0          X
         20240328    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           1,0          X
         20240328    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          15,0          X
         20240328    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240401    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           1,0          X
         20240401    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20240401    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20240401    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           9,0          X
         20240402    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240402    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20240403    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20240405    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240405    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20240405    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          11,0          X
         20240408    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          15,0          X
         20240408    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240408    0  PELEPAM1  PADI/PARA/P3                               50-36100           4,0          X
         20240408    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           4,0          X
         20240409    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          15,0          X
         20240409    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240409    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           7,0          X
         20240409    0  PELEPAM1  PADI/PARA/P3                               50-36100           3,0          X
         20240409    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           9,0          X
         20240409    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           3,0          X
         20240410    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          13,0          X
         20240411    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           9,0          X
         20240411    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           0,5          X
         20240412    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20240412    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20240415    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          14,0          X
         20240415    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240415    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20240415    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           3,0          X
         20240416    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          22,0          X
         20240416    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           6,0          X
         20240416    0  PELEPAM1  PADI/PARA/P3                               50-36100           6,0          X
         20240416    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           5,0          X
         20240417    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          15,0          X
         20240417    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240417    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20240417    0  PELEPAM1  PADI/PARA/P3                               50-36100           7,0          X
         20240417    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20240418    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          11,0          X
         20240418    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240418    0  PELEPAM1  PADI/PARA/P3                               50-36100           7,0          X
         20240418    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,5          X
         20240418    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          14,0          X
         20240419    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          12,0          X
         20240419    0  PELEPAM1  PADI/PARA/P3                               50-36100           8,0          X
         20240419    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           1,0          X
         20240419    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20240422    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           7,0          X
         20240422    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20240422    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          22,0          X
         20240422    0  PELEPAM1  PADI/PARA/P3                               50-36100           7,0          X
         20240422    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20240422    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20240423    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20240423    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240423    0  PELEPAM1  PADI/PARA/P3                               50-36100           3,0          X
